"","date_coll","date_frag","col_num","frag_letter","col_frag_num","tile_num","tile_position","stand_beetag","peg_beetag","exp_beetag","exp_num","exp_subrun","beetag_exprun","exp_startdate","N_species","N_dose","temp","food","sym_state","treat_ID","N_species_dose","PES_day","PES_value"
"19","08_01_22","8_05_22",244,"H","244H",168,3,"O20","W35","O20W35",3,"B","O20W35_exp3B","08_25_22","N",18,20,"S","A","N_18_20_S_A","N_18",2,3
"20","08_01_22","8_05_22",244,"H","244H",168,3,"O20","W35","O20W35",3,"B","O20W35_exp3B","08_25_22","N",18,20,"S","A","N_18_20_S_A","N_18",6,NA
"21","08_01_22","8_05_22",244,"H","244H",168,3,"O20","W35","O20W35",3,"B","O20W35_exp3B","08_25_22","N",18,20,"S","A","N_18_20_S_A","N_18",10,NA
"22","08_01_22","8_05_22",250,"A","250A",171,7,"O20","W36","O20W36",3,"B","O20W36_exp3B","08_25_22","N",18,20,"S","S","N_18_20_S_S","N_18",2,2
"23","08_01_22","8_05_22",250,"A","250A",171,7,"O20","W36","O20W36",3,"B","O20W36_exp3B","08_25_22","N",18,20,"S","S","N_18_20_S_S","N_18",6,NA
"24","08_01_22","8_05_22",250,"A","250A",171,7,"O20","W36","O20W36",3,"B","O20W36_exp3B","08_25_22","N",18,20,"S","S","N_18_20_S_S","N_18",10,NA
"25","08_01_22","8_05_22",252,"J","252J",173,11,"O20","W37","O20W37",3,"B","O20W37_exp3B","08_25_22","N",18,20,"S","S","N_18_20_S_S","N_18",2,2
"26","08_01_22","8_05_22",252,"J","252J",173,11,"O20","W37","O20W37",3,"B","O20W37_exp3B","08_25_22","N",18,20,"S","S","N_18_20_S_S","N_18",6,NA
"27","08_01_22","8_05_22",252,"J","252J",173,11,"O20","W37","O20W37",3,"B","O20W37_exp3B","08_25_22","N",18,20,"S","S","N_18_20_S_S","N_18",10,NA
"28","06_22_36","07_31_36",236,"C","236C",153,15,"O20","W38","O20W38",3,"B","O20W38_exp3B","08_25_22","N",18,20,"S","S","N_18_20_S_S","N_18",2,1
"29","06_22_36","07_31_36",236,"C","236C",153,15,"O20","W38","O20W38",3,"B","O20W38_exp3B","08_25_22","N",18,20,"S","S","N_18_20_S_S","N_18",6,NA
"30","06_22_36","07_31_36",236,"C","236C",153,15,"O20","W38","O20W38",3,"B","O20W38_exp3B","08_25_22","N",18,20,"S","S","N_18_20_S_S","N_18",10,NA
"31","08_01_22","08_03_22",240,"K","240K",162,5,"R13","W64","R13W64",3,"A","R13W64_exp3A","08_21_22","A",10,20,"S","S","A_10_20_S_S","A_10",2,2
"32","08_01_22","08_03_22",240,"K","240K",162,5,"R13","W64","R13W64",3,"A","R13W64_exp3A","08_21_22","A",10,20,"S","S","A_10_20_S_S","A_10",6,1
"33","08_01_22","08_03_22",240,"K","240K",162,5,"R13","W64","R13W64",3,"A","R13W64_exp3A","08_21_22","A",10,20,"S","S","A_10_20_S_S","A_10",10,NA
"34","08_01_22","08_03_22",242,"S","242S",165,16,"W20","O84","W20O84",3,"B","W20O84_exp3B","08_25_22","A",10,30,"S","A","A_10_30_S_A","A_10",2,2
"35","08_01_22","08_03_22",242,"S","242S",165,16,"W20","O84","W20O84",3,"B","W20O84_exp3B","08_25_22","A",10,30,"S","A","A_10_30_S_A","A_10",6,1
"36","08_01_22","08_03_22",242,"S","242S",165,16,"W20","O84","W20O84",3,"B","W20O84_exp3B","08_25_22","A",10,30,"S","A","A_10_30_S_A","A_10",10,NA
"37","08_01_22","08_02_22",237,"I","237I",154,11,"R1","W3","R1W3",3,"A","R1W3_exp3A","08_21_22","N",18,20,"F","A","N_18_20_F_A","N_18",2,3
"38","08_01_22","08_02_22",237,"I","237I",154,11,"R1","W3","R1W3",3,"A","R1W3_exp3A","08_21_22","N",18,20,"F","A","N_18_20_F_A","N_18",6,1
"39","08_01_22","08_02_22",237,"I","237I",154,11,"R1","W3","R1W3",3,"A","R1W3_exp3A","08_21_22","N",18,20,"F","A","N_18_20_F_A","N_18",10,NA
"40","08_01_22","08_02_22",237,"BE","237BE",157,11,"R10","W47","R10W47",3,"A","R10W47_exp3A","08_21_22","N",18,20,"S","A","N_18_20_S_A","N_18",2,3
"41","08_01_22","08_02_22",237,"BE","237BE",157,11,"R10","W47","R10W47",3,"A","R10W47_exp3A","08_21_22","N",18,20,"S","A","N_18_20_S_A","N_18",6,1
"42","08_01_22","08_02_22",237,"BE","237BE",157,11,"R10","W47","R10W47",3,"A","R10W47_exp3A","08_21_22","N",18,20,"S","A","N_18_20_S_A","N_18",10,NA
"43","08_01_22","08_03_22",239,"P","239P",161,4,"R10","W48","R10W48",3,"A","R10W48_exp3A","08_21_22","N",18,20,"S","S","N_18_20_S_S","N_18",2,2
"44","08_01_22","08_03_22",239,"P","239P",161,4,"R10","W48","R10W48",3,"A","R10W48_exp3A","08_21_22","N",18,20,"S","S","N_18_20_S_S","N_18",6,1
"45","08_01_22","08_03_22",239,"P","239P",161,4,"R10","W48","R10W48",3,"A","R10W48_exp3A","08_21_22","N",18,20,"S","S","N_18_20_S_S","N_18",10,NA
"46","06_29_22","07_07_22",227,"D","227D",148,12,"Y12","B64","Y12B64",2,"A","Y12B64_exp2A","8_4_22","N",5,30,"F","A","N_5_30_F_A","N_5",2,1
"47","06_29_22","07_07_22",227,"D","227D",148,12,"Y12","B64","Y12B64",2,"A","Y12B64_exp2A","8_4_22","N",5,30,"F","A","N_5_30_F_A","N_5",6,1
"48","06_29_22","07_07_22",227,"D","227D",148,12,"Y12","B64","Y12B64",2,"A","Y12B64_exp2A","8_4_22","N",5,30,"F","A","N_5_30_F_A","N_5",10,NA
"49","06_29_22","07_07_22",225,"E","225E",146,16,"Y2","B14","Y2B14",3,"A","Y2B14_exp3A","08_21_22","N",5,20,"F","A","N_5_20_F_A","N_5",2,2
"50","06_29_22","07_07_22",225,"E","225E",146,16,"Y2","B14","Y2B14",3,"A","Y2B14_exp3A","08_21_22","N",5,20,"F","A","N_5_20_F_A","N_5",6,1
"51","06_29_22","07_07_22",225,"E","225E",146,16,"Y2","B14","Y2B14",3,"A","Y2B14_exp3A","08_21_22","N",5,20,"F","A","N_5_20_F_A","N_5",10,NA
"52","08_01_22","08_02_22",237,"R","237R",155,4,"Y3","B26","Y3B26",3,"A","Y3B26_exp3A","08_21_22","N",5,20,"S","A","N_5_20_S_A","N_5",2,3
"53","08_01_22","08_02_22",237,"R","237R",155,4,"Y3","B26","Y3B26",3,"A","Y3B26_exp3A","08_21_22","N",5,20,"S","A","N_5_20_S_A","N_5",6,1
"54","08_01_22","08_02_22",237,"R","237R",155,4,"Y3","B26","Y3B26",3,"A","Y3B26_exp3A","08_21_22","N",5,20,"S","A","N_5_20_S_A","N_5",10,NA
"55","08_01_22","08_03_22",239,"O","239O",161,3,"Y3","B28","Y3B28",3,"A","Y3B28_exp3A","08_21_22","N",5,20,"S","S","N_5_20_S_S","N_5",2,1
"56","08_01_22","08_03_22",239,"O","239O",161,3,"Y3","B28","Y3B28",3,"A","Y3B28_exp3A","08_21_22","N",5,20,"S","S","N_5_20_S_S","N_5",6,1
"57","08_01_22","08_03_22",239,"O","239O",161,3,"Y3","B28","Y3B28",3,"A","Y3B28_exp3A","08_21_22","N",5,20,"S","S","N_5_20_S_S","N_5",10,NA
"58","06_29_22","07_07_22",217,"G","217G",143,14,"B34","G3310","B34G3310",2,"B","B34G3310_exp2B","8_9_22","A",0,30,"S","S","A_0_30_S_S","A_0",2,3
"59","06_29_22","07_07_22",217,"G","217G",143,14,"B34","G3310","B34G3310",2,"B","B34G3310_exp2B","8_9_22","A",0,30,"S","S","A_0_30_S_S","A_0",6,1
"60","06_29_22","07_07_22",217,"G","217G",143,14,"B34","G3310","B34G3310",2,"B","B34G3310_exp2B","8_9_22","A",0,30,"S","S","A_0_30_S_S","A_0",10,1
"61","08_01_22","08_03_22",240,"H","240H",162,2,"B24","G41","B24G41",3,"A","B24G41_exp3A","08_21_22","A",0,20,"S","S","A_0_20_S_S","A_0",2,3
"62","08_01_22","08_03_22",240,"H","240H",162,2,"B24","G41","B24G41",3,"A","B24G41_exp3A","08_21_22","A",0,20,"S","S","A_0_20_S_S","A_0",6,1
"63","08_01_22","08_03_22",240,"H","240H",162,2,"B24","G41","B24G41",3,"A","B24G41_exp3A","08_21_22","A",0,20,"S","S","A_0_20_S_S","A_0",10,1
"64","08_01_22","08_02_22",237,"AF","237AF",156,2,"B28","G59","B28G59",3,"A","B28G59_exp3A","08_21_22","A",0,30,"F","A","A_0_30_F_A","A_0",2,3
"65","08_01_22","08_02_22",237,"AF","237AF",156,2,"B28","G59","B28G59",3,"A","B28G59_exp3A","08_21_22","A",0,30,"F","A","A_0_30_F_A","A_0",6,1
"66","08_01_22","08_02_22",237,"AF","237AF",156,2,"B28","G59","B28G59",3,"A","B28G59_exp3A","08_21_22","A",0,30,"F","A","A_0_30_F_A","A_0",10,1
"67","08_01_22","",237,"A","237A",154,3,"B29","G64","B29G64",3,"A","B29G64_exp3A","08_21_22","A",0,30,"S","A","A_0_30_S_A","A_0",2,1
"68","08_01_22","",237,"A","237A",154,3,"B29","G64","B29G64",3,"A","B29G64_exp3A","08_21_22","A",0,30,"S","A","A_0_30_S_A","A_0",6,1
"69","08_01_22","",237,"A","237A",154,3,"B29","G64","B29G64",3,"A","B29G64_exp3A","08_21_22","A",0,30,"S","A","A_0_30_S_A","A_0",10,1
"70","08_01_22","08_02_22",237,"AN","237AN",156,10,"B29","G65","B29G65",3,"A","B29G65_exp3A","08_21_22","A",0,30,"S","A","A_0_30_S_A","A_0",2,2
"71","08_01_22","08_02_22",237,"AN","237AN",156,10,"B29","G65","B29G65",3,"A","B29G65_exp3A","08_21_22","A",0,30,"S","A","A_0_30_S_A","A_0",6,1
"72","08_01_22","08_02_22",237,"AN","237AN",156,10,"B29","G65","B29G65",3,"A","B29G65_exp3A","08_21_22","A",0,30,"S","A","A_0_30_S_A","A_0",10,1
"73","08_01_22","08_03_22",242,"O","242O",165,12,"W4","O21","W4O21",3,"B","W4O21_exp3B","08_25_22","A",0,30,"S","A","A_0_30_S_A","A_0",2,2
"74","08_01_22","08_03_22",242,"O","242O",165,12,"W4","O21","W4O21",3,"B","W4O21_exp3B","08_25_22","A",0,30,"S","A","A_0_30_S_A","A_0",6,1
"75","08_01_22","08_03_22",242,"O","242O",165,12,"W4","O21","W4O21",3,"B","W4O21_exp3B","08_25_22","A",0,30,"S","A","A_0_30_S_A","A_0",10,1
"76","06_22_22","06_24_22",153,"L","153L",104,16,"R20","W92","R20W92",1,"A","R20W92_exp1A","7_15_22","A",10,30,"S","S","A_10_30_S_S","A_10",2,2
"77","06_22_22","06_24_22",153,"L","153L",104,16,"R20","W92","R20W92",1,"A","R20W92_exp1A","7_15_22","A",10,30,"S","S","A_10_30_S_S","A_10",6,1
"78","06_22_22","06_24_22",153,"L","153L",104,16,"R20","W92","R20W92",1,"A","R20W92_exp1A","7_15_22","A",10,30,"S","S","A_10_30_S_S","A_10",10,1
"79","06_29_22","06_30_22",178,"L","178L",123,9,"R1","W3","R1W3",1,"B","R1W3_exp1B","7_17_22","A",10,30,"F","A","A_10_30_F_A","A_10",2,1
"80","06_29_22","06_30_22",178,"L","178L",123,9,"R1","W3","R1W3",1,"B","R1W3_exp1B","7_17_22","A",10,30,"F","A","A_10_30_F_A","A_10",6,1
"81","06_29_22","06_30_22",178,"L","178L",123,9,"R1","W3","R1W3",1,"B","R1W3_exp1B","7_17_22","A",10,30,"F","A","A_10_30_F_A","A_10",10,1
"82","06_29_22","06_30_22",171,"O","171O",119,4,"R15","W78","R15W78",1,"B","R15W78_exp1B","7_17_22","A",10,30,"S","S","A_10_30_S_S","A_10",2,1
"83","06_29_22","06_30_22",171,"O","171O",119,4,"R15","W78","R15W78",1,"B","R15W78_exp1B","7_17_22","A",10,30,"S","S","A_10_30_S_S","A_10",6,1
"84","06_29_22","06_30_22",171,"O","171O",119,4,"R15","W78","R15W78",1,"B","R15W78_exp1B","7_17_22","A",10,30,"S","S","A_10_30_S_S","A_10",10,1
"85","06_29_22","07_01_22",198,"C","198C",133,11,"R13","W62","R13W62",2,"A","R13W62_exp2A","8_4_22","A",10,20,"S","A","A_10_20_S_A","A_10",2,3
"86","06_29_22","07_01_22",198,"C","198C",133,11,"R13","W62","R13W62",2,"A","R13W62_exp2A","8_4_22","A",10,20,"S","A","A_10_20_S_A","A_10",6,1
"87","06_29_22","07_01_22",198,"C","198C",133,11,"R13","W62","R13W62",2,"A","R13W62_exp2A","8_4_22","A",10,20,"S","A","A_10_20_S_A","A_10",10,1
"88","06_29_22","07_01_22",205,"A","205A",136,5,"R13","W65","R13W65",2,"A","R13W65_exp2A","8_4_22","A",10,20,"S","S","A_10_20_S_S","A_10",2,3
"89","06_29_22","07_01_22",205,"A","205A",136,5,"R13","W65","R13W65",2,"A","R13W65_exp2A","8_4_22","A",10,20,"S","S","A_10_20_S_S","A_10",6,1
"90","06_29_22","07_01_22",205,"A","205A",136,5,"R13","W65","R13W65",2,"A","R13W65_exp2A","8_4_22","A",10,20,"S","S","A_10_20_S_S","A_10",10,1
"91","06_29_22","07_01_22",206,"D","206D",136,16,"R21","W100","R21W100",2,"A","R21W100_exp2A","8_4_22","A",10,30,"F","S","A_10_30_F_S","A_10",2,3
"92","06_29_22","07_01_22",206,"D","206D",136,16,"R21","W100","R21W100",2,"A","R21W100_exp2A","8_4_22","A",10,30,"F","S","A_10_30_F_S","A_10",6,1
"93","06_29_22","07_01_22",206,"D","206D",136,16,"R21","W100","R21W100",2,"A","R21W100_exp2A","8_4_22","A",10,30,"F","S","A_10_30_F_S","A_10",10,1
"94","06_29_22","07_05_22",211,"G","211G",141,5,"R5","W26","R5W26",2,"B","R5W26_exp2B","8_9_22","A",10,20,"F","S","A_10_20_F_S","A_10",2,1
"95","06_29_22","07_05_22",211,"G","211G",141,5,"R5","W26","R5W26",2,"B","R5W26_exp2B","8_9_22","A",10,20,"F","S","A_10_20_F_S","A_10",6,1
"96","06_29_22","07_05_22",211,"G","211G",141,5,"R5","W26","R5W26",2,"B","R5W26_exp2B","8_9_22","A",10,20,"F","S","A_10_20_F_S","A_10",10,1
"97","08_01_22","08_02_22",237,"AM","237AM",156,9,"R13","W63","R13W63",3,"A","R13W63_exp3A","08_21_22","A",10,20,"S","A","A_10_20_S_A","A_10",2,1
"98","08_01_22","08_02_22",237,"AM","237AM",156,9,"R13","W63","R13W63",3,"A","R13W63_exp3A","08_21_22","A",10,20,"S","A","A_10_20_S_A","A_10",6,1
"99","08_01_22","08_02_22",237,"AM","237AM",156,9,"R13","W63","R13W63",3,"A","R13W63_exp3A","08_21_22","A",10,20,"S","A","A_10_20_S_A","A_10",10,1
"100","08_01_22","08_02_22",237,"AI","237AI",156,5,"R17","W82","R17W82",3,"A","R17W82_exp3A","08_21_22","A",10,30,"F","A","A_10_30_F_A","A_10",2,2
"101","08_01_22","08_02_22",237,"AI","237AI",156,5,"R17","W82","R17W82",3,"A","R17W82_exp3A","08_21_22","A",10,30,"F","A","A_10_30_F_A","A_10",6,1
"102","08_01_22","08_02_22",237,"AI","237AI",156,5,"R17","W82","R17W82",3,"A","R17W82_exp3A","08_21_22","A",10,30,"F","A","A_10_30_F_A","A_10",10,1
"103","08_01_22","08_03_22",242,"N","242N",165,11,"O22","W44","O22W44",3,"B","O22W44_exp3B","08_25_22","A",10,20,"S","A","A_10_20_S_A","A_10",2,2
"104","08_01_22","08_03_22",242,"N","242N",165,11,"O22","W44","O22W44",3,"B","O22W44_exp3B","08_25_22","A",10,20,"S","A","A_10_20_S_A","A_10",6,1
"105","08_01_22","08_03_22",242,"N","242N",165,11,"O22","W44","O22W44",3,"B","O22W44_exp3B","08_25_22","A",10,20,"S","A","A_10_20_S_A","A_10",10,1
"106","08_01_22","8_05_22",250,"G","250G",171,13,"O22","W45","O22W45",3,"B","O22W45_exp3B","08_25_22","A",10,20,"S","A","A_10_20_S_A","A_10",2,1
"107","08_01_22","8_05_22",250,"G","250G",171,13,"O22","W45","O22W45",3,"B","O22W45_exp3B","08_25_22","A",10,20,"S","A","A_10_20_S_A","A_10",6,1
"108","08_01_22","8_05_22",250,"G","250G",171,13,"O22","W45","O22W45",3,"B","O22W45_exp3B","08_25_22","A",10,20,"S","A","A_10_20_S_A","A_10",10,1
"109","08_01_22","8_06_22",255,"B","255B",176,14,"O22","W47","O22W47",3,"B","O22W47_exp3B","08_25_22","A",10,20,"S","S","A_10_20_S_S","A_10",2,2
"110","08_01_22","8_06_22",255,"B","255B",176,14,"O22","W47","O22W47",3,"B","O22W47_exp3B","08_25_22","A",10,20,"S","S","A_10_20_S_S","A_10",6,1
"111","08_01_22","8_06_22",255,"B","255B",176,14,"O22","W47","O22W47",3,"B","O22W47_exp3B","08_25_22","A",10,20,"S","S","A_10_20_S_S","A_10",10,1
"112","08_01_22","8_05_22",251,"D","251D",172,5,"W20","O85","W20O85",3,"B","W20O85_exp3B","08_25_22","A",10,30,"S","A","A_10_30_S_A","A_10",2,2
"113","08_01_22","8_05_22",251,"D","251D",172,5,"W20","O85","W20O85",3,"B","W20O85_exp3B","08_25_22","A",10,30,"S","A","A_10_30_S_A","A_10",6,1
"114","08_01_22","8_05_22",251,"D","251D",172,5,"W20","O85","W20O85",3,"B","W20O85_exp3B","08_25_22","A",10,30,"S","A","A_10_30_S_A","A_10",10,1
"115","08_01_22","8_05_22",245,"I","245I",169,4,"W20","O86","W20O86",3,"B","W20O86_exp3B","08_25_22","A",10,30,"S","S","A_10_30_S_S","A_10",2,1
"116","08_01_22","8_05_22",245,"I","245I",169,4,"W20","O86","W20O86",3,"B","W20O86_exp3B","08_25_22","A",10,30,"S","S","A_10_30_S_S","A_10",6,1
"117","08_01_22","8_05_22",245,"I","245I",169,4,"W20","O86","W20O86",3,"B","W20O86_exp3B","08_25_22","A",10,30,"S","S","A_10_30_S_S","A_10",10,1
"118","06_22_22","06_25_22",162,"C","162C",110,15,"G27","Y55","G27Y55",1,"A","G27Y55_exp1A","7_15_22","A",5,20,"S","A","A_5_20_S_A","A_5",2,2
"119","06_22_22","06_25_22",162,"C","162C",110,15,"G27","Y55","G27Y55",1,"A","G27Y55_exp1A","7_15_22","A",5,20,"S","A","A_5_20_S_A","A_5",6,1
"120","06_22_22","06_25_22",162,"C","162C",110,15,"G27","Y55","G27Y55",1,"A","G27Y55_exp1A","7_15_22","A",5,20,"S","A","A_5_20_S_A","A_5",10,1
"121","06_29_22","06_30_22",187,"E","187E",128,10,"G38","Y36","G38Y36",1,"B","G38Y36_exp1B","7_17_22","A",5,20,"S","A","A_5_20_S_A","A_5",2,1
"122","06_29_22","06_30_22",187,"E","187E",128,10,"G38","Y36","G38Y36",1,"B","G38Y36_exp1B","7_17_22","A",5,20,"S","A","A_5_20_S_A","A_5",6,1
"123","06_29_22","06_30_22",187,"E","187E",128,10,"G38","Y36","G38Y36",1,"B","G38Y36_exp1B","7_17_22","A",5,20,"S","A","A_5_20_S_A","A_5",10,1
"124","06_29_22","06_30_22",178,"J","178J",123,7,"G33","Y95","G33Y95",1,"B","G33Y95_exp1B","7_17_22","A",5,30,"F","A","A_5_30_F_A","A_5",2,2
"125","06_29_22","06_30_22",178,"J","178J",123,7,"G33","Y95","G33Y95",1,"B","G33Y95_exp1B","7_17_22","A",5,30,"F","A","A_5_30_F_A","A_5",6,1
"126","06_29_22","06_30_22",178,"J","178J",123,7,"G33","Y95","G33Y95",1,"B","G33Y95_exp1B","7_17_22","A",5,30,"F","A","A_5_30_F_A","A_5",10,1
"127","06_29_22","06_30_22",186,"A","186A",127,11,"G33","Y97","G33Y97",1,"B","G33Y97_exp1B","7_17_22","A",5,30,"F","A","A_5_30_F_A","A_5",2,1
"128","06_29_22","06_30_22",186,"A","186A",127,11,"G33","Y97","G33Y97",1,"B","G33Y97_exp1B","7_17_22","A",5,30,"F","A","A_5_30_F_A","A_5",6,1
"129","06_29_22","06_30_22",186,"A","186A",127,11,"G33","Y97","G33Y97",1,"B","G33Y97_exp1B","7_17_22","A",5,30,"F","A","A_5_30_F_A","A_5",10,1
"130","06_29_22","06_30_22",181,"D","181D",124,5,"Y12","B63","Y12B63",1,"B","Y12B63_exp1B","7_17_22","A",5,30,"S","A","A_5_30_S_A","A_5",2,4
"131","06_29_22","06_30_22",181,"D","181D",124,5,"Y12","B63","Y12B63",1,"B","Y12B63_exp1B","7_17_22","A",5,30,"S","A","A_5_30_S_A","A_5",6,1
"132","06_29_22","06_30_22",181,"D","181D",124,5,"Y12","B63","Y12B63",1,"B","Y12B63_exp1B","7_17_22","A",5,30,"S","A","A_5_30_S_A","A_5",10,1
"133","06_29_22","06_30_22",187,"J","187J",128,15,"Y12","B64","Y12B64",1,"B","Y12B64_exp1B","7_17_22","A",5,30,"S","A","A_5_30_S_A","A_5",2,1
"134","06_29_22","06_30_22",187,"J","187J",128,15,"Y12","B64","Y12B64",1,"B","Y12B64_exp1B","7_17_22","A",5,30,"S","A","A_5_30_S_A","A_5",6,1
"135","06_29_22","06_30_22",187,"J","187J",128,15,"Y12","B64","Y12B64",1,"B","Y12B64_exp1B","7_17_22","A",5,30,"S","A","A_5_30_S_A","A_5",10,1
"136","06_29_22","06_30_22",170,"I","170I",117,12,"G36","Y22","G36Y22",2,"B","G36Y22_exp2B","8_9_22","A",5,20,"F","A","A_5_20_F_A","A_5",2,1
"137","06_29_22","06_30_22",170,"I","170I",117,12,"G36","Y22","G36Y22",2,"B","G36Y22_exp2B","8_9_22","A",5,20,"F","A","A_5_20_F_A","A_5",6,1
"138","06_29_22","06_30_22",170,"I","170I",117,12,"G36","Y22","G36Y22",2,"B","G36Y22_exp2B","8_9_22","A",5,20,"F","A","A_5_20_F_A","A_5",10,1
"139","06_29_22","06_30_22",178,"H","178H",123,9,"G31","Y80","G31Y80",2,"B","G31Y80_exp2B","8_9_22","A",5,30,"S","A","A_5_30_S_A","A_5",2,1
"140","06_29_22","06_30_22",178,"H","178H",123,9,"G31","Y80","G31Y80",2,"B","G31Y80_exp2B","8_9_22","A",5,30,"S","A","A_5_30_S_A","A_5",6,1
"141","06_29_22","06_30_22",178,"H","178H",123,9,"G31","Y80","G31Y80",2,"B","G31Y80_exp2B","8_9_22","A",5,30,"S","A","A_5_30_S_A","A_5",10,1
"142","06_29_22","07_01_22",198,"N","198N",134,6,"G31","Y83","G31Y83",2,"B","G31Y83_exp2B","8_9_22","A",5,30,"S","S","A_5_30_S_S","A_5",2,1
"143","06_29_22","07_01_22",198,"N","198N",134,6,"G31","Y83","G31Y83",2,"B","G31Y83_exp2B","8_9_22","A",5,30,"S","S","A_5_30_S_S","A_5",6,1
"144","06_29_22","07_01_22",198,"N","198N",134,6,"G31","Y83","G31Y83",2,"B","G31Y83_exp2B","8_9_22","A",5,30,"S","S","A_5_30_S_S","A_5",10,1
"145","06_29_22","07_05_22",212,"G","212G",141,15,"G36","Y25","G36Y25",2,"B","G36Y25_exp2B","8_9_22","A",5,20,"F","A","A_5_20_F_A","A_5",2,2
"146","06_29_22","07_05_22",212,"G","212G",141,15,"G36","Y25","G36Y25",2,"B","G36Y25_exp2B","8_9_22","A",5,20,"F","A","A_5_20_F_A","A_5",6,1
"147","06_29_22","07_05_22",212,"G","212G",141,15,"G36","Y25","G36Y25",2,"B","G36Y25_exp2B","8_9_22","A",5,20,"F","A","A_5_20_F_A","A_5",10,1
"148","08_01_22","08_02_22",237,"AK","237AK",156,7,"G32","Y88","G32Y88",3,"A","G32Y88_exp3A","08_21_22","A",5,20,"S","A","A_5_20_S_A","A_5",2,1
"149","08_01_22","08_02_22",237,"AK","237AK",156,7,"G32","Y88","G32Y88",3,"A","G32Y88_exp3A","08_21_22","A",5,20,"S","A","A_5_20_S_A","A_5",6,1
"150","08_01_22","08_02_22",237,"AK","237AK",156,7,"G32","Y88","G32Y88",3,"A","G32Y88_exp3A","08_21_22","A",5,20,"S","A","A_5_20_S_A","A_5",10,1
"151","08_01_22","8_05_22",252,"E","252E",173,6,"O11","B26","O11B26",3,"B","O11B26_exp3B","08_25_22","A",5,20,"S","S","A_5_20_S_S","A_5",2,2
"152","08_01_22","8_05_22",252,"E","252E",173,6,"O11","B26","O11B26",3,"B","O11B26_exp3B","08_25_22","A",5,20,"S","S","A_5_20_S_S","A_5",6,1
