num,date,time,temp,light_intensity,Coupler Detached (LGR S/N: 21475269),Coupler Attached (LGR S/N: 21475269),Host Connected (LGR S/N: 21475269),Stopped (LGR S/N: 21475269),End Of File (LGR S/N: 21475269)
35,7/16/2022,3:13:50 AM,28.357,0,,,,,
36,7/16/2022,3:43:50 AM,28.357,0,,,,,
37,7/16/2022,4:13:50 AM,28.357,0,,,,,
38,7/16/2022,4:43:50 AM,28.357,0,,,,,
39,7/16/2022,5:13:50 AM,28.357,0,,,,,
40,7/16/2022,5:43:50 AM,28.357,0,,,,,
41,7/16/2022,6:13:50 AM,28.357,0,,,,,
42,7/16/2022,6:43:50 AM,28.357,0,,,,,
43,7/16/2022,7:13:50 AM,28.357,0,,,,,
44,7/16/2022,7:43:50 AM,28.357,0,,,,,
45,7/16/2022,8:13:50 AM,28.357,183,,,,,
46,7/16/2022,8:43:50 AM,28.456,0,,,,,
47,7/16/2022,9:13:50 AM,28.456,193.8,,,,,
48,7/16/2022,9:43:50 AM,28.555,193.8,,,,,
49,7/16/2022,10:13:50 AM,28.555,495.1,,,,,
50,7/16/2022,10:43:50 AM,28.555,495.1,,,,,
51,7/16/2022,11:13:50 AM,28.655,193.8,,,,,
52,7/16/2022,11:43:50 AM,28.655,32.3,,,,,
53,7/16/2022,12:13:50 PM,28.258,161.5,,,,,
54,7/16/2022,12:43:50 PM,28.06,161.5,,,,,
55,7/16/2022,1:13:50 PM,28.06,172.2,,,,,
56,7/16/2022,1:43:50 PM,27.862,183,,,,,
57,7/16/2022,2:13:50 PM,28.06,96.9,,,,,
58,7/16/2022,2:43:50 PM,28.06,204.5,,,,,
59,7/16/2022,3:13:50 PM,27.862,193.8,,,,,
60,7/16/2022,3:43:50 PM,27.665,139.9,,,,,
61,7/16/2022,4:13:50 PM,27.567,139.9,,,,,
62,7/16/2022,4:43:50 PM,27.567,139.9,,,,,
63,7/16/2022,5:13:50 PM,27.665,139.9,,,,,
64,7/16/2022,5:43:50 PM,27.665,139.9,,,,,
65,7/16/2022,6:13:50 PM,27.862,139.9,,,,,
66,7/16/2022,6:43:50 PM,27.665,139.9,,,,,
67,7/16/2022,7:13:50 PM,27.665,43.1,,,,,
68,7/16/2022,7:43:50 PM,27.567,0,,,,,
69,7/16/2022,8:13:50 PM,27.567,43.1,,,,,
70,7/16/2022,8:43:50 PM,27.468,0,,,,,
71,7/16/2022,9:13:50 PM,27.468,0,,,,,
72,7/16/2022,9:43:50 PM,27.468,0,,,,,
73,7/16/2022,10:13:50 PM,27.468,0,,,,,
74,7/16/2022,10:43:50 PM,27.468,0,,,,,
75,7/16/2022,11:13:50 PM,27.468,0,,,,,
76,7/16/2022,11:43:50 PM,27.468,0,,,,,
77,7/17/2022,12:13:50 AM,27.567,0,,,,,
78,7/17/2022,12:43:50 AM,27.468,0,,,,,
79,7/17/2022,1:13:50 AM,27.468,0,,,,,
80,7/17/2022,1:43:50 AM,27.468,0,,,,,
81,7/17/2022,2:13:50 AM,27.567,32.3,,,,,
82,7/17/2022,2:43:50 AM,27.567,0,,,,,
83,7/17/2022,3:13:50 AM,27.567,0,,,,,
84,7/17/2022,3:43:50 AM,27.567,0,,,,,
85,7/17/2022,4:13:50 AM,27.567,0,,,,,
86,7/17/2022,4:43:50 AM,27.567,0,,,,,
87,7/17/2022,5:13:50 AM,27.567,0,,,,,
88,7/17/2022,5:43:50 AM,27.567,0,,,,,
89,7/17/2022,6:13:50 AM,27.665,0,,,,,
90,7/17/2022,6:43:50 AM,27.665,0,,,,,
91,7/17/2022,7:13:50 AM,27.665,0,,,,,
92,7/17/2022,7:43:50 AM,27.567,0,,,,,
93,7/17/2022,8:13:50 AM,27.665,0,,,,,
94,7/17/2022,8:43:50 AM,27.665,0,,,,,
95,7/17/2022,9:13:50 AM,27.665,53.8,,,,,
96,7/17/2022,9:43:50 AM,27.665,118.4,,,,,
97,7/17/2022,10:13:50 AM,27.665,0,,,,,
98,7/17/2022,10:43:50 AM,27.665,0,,,,,
99,7/17/2022,11:13:50 AM,27.764,0,,,,,
100,7/17/2022,11:43:50 AM,27.862,0,,,,,
101,7/17/2022,12:13:50 PM,28.06,0,,,,,
102,7/17/2022,12:43:50 PM,28.06,0,,,,,
103,7/17/2022,1:13:50 PM,28.159,139.9,,,,,
104,7/17/2022,1:43:50 PM,28.258,279.9,,,,,
105,7/17/2022,2:13:50 PM,27.862,376.7,,,,,
106,7/17/2022,2:43:50 PM,28.357,247.6,,,,,
107,7/17/2022,3:13:50 PM,28.357,0,,,,,
108,7/17/2022,3:43:50 PM,28.357,107.6,,,,,
109,7/17/2022,4:13:50 PM,28.357,107.6,,,,,
110,7/17/2022,4:43:50 PM,28.357,269.1,,,,,
111,7/17/2022,5:13:50 PM,28.357,269.1,,,,,
112,7/17/2022,5:43:50 PM,28.357,269.1,,,,,
113,7/17/2022,6:13:50 PM,28.357,269.1,,,,,
114,7/17/2022,6:43:50 PM,28.357,269.1,,,,,
115,7/17/2022,7:13:50 PM,28.357,96.9,,,,,
116,7/17/2022,7:43:50 PM,28.258,0,,,,,
117,7/17/2022,8:13:50 PM,28.159,96.9,,,,,
118,7/17/2022,8:43:50 PM,28.06,0,,,,,
119,7/17/2022,9:13:50 PM,28.06,0,,,,,
120,7/17/2022,9:43:50 PM,27.961,0,,,,,
121,7/17/2022,10:13:50 PM,27.961,0,,,,,
122,7/17/2022,10:43:50 PM,27.961,0,,,,,
123,7/17/2022,11:13:50 PM,27.961,0,,,,,
124,7/17/2022,11:43:50 PM,27.862,0,,,,,
125,7/18/2022,12:13:50 AM,28.06,0,,,,,
126,7/18/2022,12:43:50 AM,27.862,0,,,,,
127,7/18/2022,1:13:50 AM,27.961,0,,,,,
128,7/18/2022,1:43:50 AM,27.961,0,,,,,
129,7/18/2022,2:13:50 AM,27.961,0,,,,,
130,7/18/2022,2:43:50 AM,27.961,0,,,,,
131,7/18/2022,3:13:50 AM,27.961,0,,,,,
132,7/18/2022,3:43:50 AM,27.961,0,,,,,
133,7/18/2022,4:13:50 AM,27.961,0,,,,,
134,7/18/2022,4:43:50 AM,27.961,0,,,,,
135,7/18/2022,5:13:50 AM,27.961,0,,,,,
136,7/18/2022,5:43:50 AM,27.961,0,,,,,
137,7/18/2022,6:13:50 AM,28.06,0,,,,,
138,7/18/2022,6:43:50 AM,27.961,0,,,,,
139,7/18/2022,7:13:50 AM,28.06,0,,,,,
140,7/18/2022,7:43:50 AM,28.06,0,,,,,
141,7/18/2022,8:13:50 AM,28.06,96.9,,,,,
142,7/18/2022,8:43:50 AM,28.159,0,,,,,
143,7/18/2022,9:13:50 AM,28.159,0,,,,,
144,7/18/2022,9:43:50 AM,28.357,269.1,,,,,
145,7/18/2022,10:13:50 AM,28.456,269.1,,,,,
146,7/18/2022,10:43:50 AM,28.456,269.1,,,,,
147,7/18/2022,11:13:50 AM,28.456,269.1,,,,,
148,7/18/2022,11:43:50 AM,28.456,0,,,,,
149,7/18/2022,12:13:50 PM,28.655,193.8,,,,,
150,7/18/2022,12:43:50 PM,28.555,312.2,,,,,
151,7/18/2022,1:13:50 PM,28.555,312.2,,,,,
152,7/18/2022,1:43:50 PM,28.159,290.6,,,,,
153,7/18/2022,2:13:50 PM,28.06,301.4,,,,,
154,7/18/2022,2:43:50 PM,27.961,322.9,,,,,
155,7/18/2022,3:13:50 PM,27.764,344.4,,,,,
156,7/18/2022,3:43:50 PM,28.258,269.1,,,,,
157,7/18/2022,4:13:50 PM,28.655,0,,,,,
158,7/18/2022,4:43:50 PM,28.754,269.1,,,,,
159,7/18/2022,5:13:50 PM,28.853,107.6,,,,,
160,7/18/2022,5:43:50 PM,28.953,269.1,,,,,
161,7/18/2022,6:13:50 PM,29.053,269.1,,,,,
162,7/18/2022,6:43:50 PM,29.053,269.1,,,,,
163,7/18/2022,7:13:50 PM,29.053,96.9,,,,,
164,7/18/2022,7:43:50 PM,28.953,0,,,,,
165,7/18/2022,8:13:50 PM,28.953,96.9,,,,,
166,7/18/2022,8:43:50 PM,28.853,0,,,,,
167,7/18/2022,9:13:50 PM,28.853,0,,,,,
168,7/18/2022,9:43:50 PM,28.853,0,,,,,
169,7/18/2022,10:13:50 PM,28.853,0,,,,,
170,7/18/2022,10:43:50 PM,28.853,0,,,,,
171,7/18/2022,11:13:50 PM,28.853,0,,,,,
172,7/18/2022,11:43:50 PM,28.853,0,,,,,
173,7/19/2022,12:13:50 AM,28.853,0,,,,,
174,7/19/2022,12:43:50 AM,28.853,0,,,,,
175,7/19/2022,1:13:50 AM,28.853,0,,,,,
176,7/19/2022,1:43:50 AM,28.853,0,,,,,
177,7/19/2022,2:13:50 AM,28.853,0,,,,,
178,7/19/2022,2:43:50 AM,28.853,0,,,,,
179,7/19/2022,3:13:50 AM,28.853,0,,,,,
180,7/19/2022,3:43:50 AM,28.853,0,,,,,
181,7/19/2022,4:13:50 AM,28.853,0,,,,,
182,7/19/2022,4:43:50 AM,28.953,0,,,,,
183,7/19/2022,5:13:50 AM,28.953,0,,,,,
184,7/19/2022,5:43:50 AM,28.953,0,,,,,
185,7/19/2022,6:13:50 AM,28.953,0,,,,,
186,7/19/2022,6:43:50 AM,28.853,0,,,,,
187,7/19/2022,7:13:50 AM,28.953,0,,,,,
188,7/19/2022,7:43:50 AM,28.953,0,,,,,
189,7/19/2022,8:13:50 AM,28.953,96.9,,,,,
190,7/19/2022,8:43:50 AM,29.053,96.9,,,,,
191,7/19/2022,9:13:50 AM,29.053,96.9,,,,,
192,7/19/2022,9:43:50 AM,29.152,107.6,,,,,
193,7/19/2022,10:13:50 AM,29.252,269.1,,,,,
194,7/19/2022,10:43:50 AM,29.252,269.1,,,,,
195,7/19/2022,11:13:50 AM,29.352,269.1,,,,,
196,7/19/2022,11:43:50 AM,29.352,269.1,,,,,
197,7/19/2022,12:13:50 PM,29.352,269.1,,,,,
198,7/19/2022,12:43:50 PM,29.352,269.1,,,,,
199,7/19/2022,1:13:50 PM,29.352,269.1,,,,,
200,7/19/2022,1:43:50 PM,28.456,312.2,,,,,
201,7/19/2022,2:13:50 PM,29.352,559.7,,,,,
202,7/19/2022,2:43:50 PM,29.252,559.7,,,,,
203,7/19/2022,3:13:50 PM,29.252,559.7,,,,,
204,7/19/2022,3:43:50 PM,29.252,559.7,,,,,
205,7/19/2022,4:13:50 PM,29.252,559.7,,,,,
206,7/19/2022,4:43:50 PM,29.252,559.7,,,,,
207,7/19/2022,5:13:50 PM,29.053,0,,,,,
208,7/19/2022,5:43:50 PM,28.953,258.3,,,,,
209,7/19/2022,6:13:50 PM,29.053,602.8,,,,,
210,7/19/2022,6:43:50 PM,29.053,0,,,,,
211,7/19/2022,7:13:50 PM,28.953,226,,,,,
212,7/19/2022,7:43:50 PM,29.053,226,,,,,
213,7/19/2022,8:13:50 PM,28.953,0,,,,,
214,7/19/2022,8:43:50 PM,28.853,0,,,,,
215,7/19/2022,9:13:50 PM,28.754,0,,,,,
216,7/19/2022,9:43:50 PM,28.754,0,,,,,
217,7/19/2022,10:13:50 PM,28.754,0,,,,,
218,7/19/2022,10:43:50 PM,28.754,0,,,,,
219,7/19/2022,11:13:50 PM,28.754,0,,,,,
220,7/19/2022,11:43:50 PM,28.853,0,,,,,
221,7/20/2022,12:13:50 AM,28.853,226,,,,,
222,7/20/2022,12:43:50 AM,28.853,0,,,,,
223,7/20/2022,1:13:50 AM,28.853,0,,,,,
224,7/20/2022,1:43:50 AM,28.853,0,,,,,
225,7/20/2022,2:13:50 AM,28.853,0,,,,,
226,7/20/2022,2:43:50 AM,28.853,0,,,,,
227,7/20/2022,3:13:50 AM,28.853,0,,,,,
228,7/20/2022,3:43:50 AM,28.853,0,,,,,
229,7/20/2022,4:13:50 AM,28.953,0,,,,,
230,7/20/2022,4:43:50 AM,28.953,0,,,,,
231,7/20/2022,5:13:50 AM,28.953,0,,,,,
232,7/20/2022,5:43:50 AM,29.053,0,,,,,
233,7/20/2022,6:13:50 AM,29.053,0,,,,,
234,7/20/2022,6:43:50 AM,29.053,0,,,,,
235,7/20/2022,7:13:50 AM,29.152,0,,,,,
236,7/20/2022,7:43:50 AM,29.152,0,,,,,
237,7/20/2022,8:13:50 AM,29.252,258.3,,,,,
238,7/20/2022,8:43:50 AM,29.352,247.6,,,,,
239,7/20/2022,9:13:50 AM,29.452,247.6,,,,,
240,7/20/2022,9:43:50 AM,29.552,592,,,,,
241,7/20/2022,10:13:50 AM,29.752,592,,,,,
242,7/20/2022,10:43:50 AM,29.853,581.3,,,,,
243,7/20/2022,11:13:50 AM,29.953,473.6,,,,,
244,7/20/2022,11:43:50 AM,29.552,613.5,,,,,
245,7/20/2022,12:13:50 PM,29.752,43.1,,,,,
246,7/20/2022,12:43:50 PM,29.252,1001,,,,,
247,7/20/2022,1:13:50 PM,29.152,419.8,,,,,
248,7/20/2022,1:43:50 PM,29.053,1001,,,,,
249,7/20/2022,2:13:50 PM,29.053,473.6,,,,,
250,7/20/2022,2:43:50 PM,28.953,1097.9,,,,,
251,7/20/2022,3:13:50 PM,29.552,882.6,,,,,
252,7/20/2022,3:43:50 PM,29.752,871.9,,,,,
253,7/20/2022,4:13:50 PM,29.953,861.1,,,,,
254,7/20/2022,4:43:50 PM,30.054,861.1,,,,,
255,7/20/2022,5:13:50 PM,30.154,0,,,,,
256,7/20/2022,5:43:50 PM,30.154,376.7,,,,,
257,7/20/2022,6:13:50 PM,30.255,0,,,,,
258,7/20/2022,6:43:50 PM,30.154,861.1,,,,,
259,7/20/2022,7:13:50 PM,30.154,0,,,,,
260,7/20/2022,7:43:50 PM,30.154,0,,,,,
261,7/20/2022,8:13:50 PM,30.154,366,,,,,
262,7/20/2022,8:43:50 PM,29.953,0,,,,,
263,7/20/2022,9:13:50 PM,29.953,0,,,,,
264,7/20/2022,9:43:50 PM,29.953,0,,,,,
265,7/20/2022,10:13:50 PM,29.953,0,,,,,
266,7/20/2022,10:43:50 PM,29.953,0,,,,,
267,7/20/2022,11:13:50 PM,29.953,0,,,,,
268,7/20/2022,11:43:50 PM,29.853,0,,,,,
269,7/21/2022,12:13:50 AM,29.853,0,,,,,
270,7/21/2022,12:43:50 AM,29.752,0,,,,,
271,7/21/2022,1:13:50 AM,29.652,0,,,,,
272,7/21/2022,1:43:50 AM,29.652,0,,,,,
273,7/21/2022,2:13:50 AM,29.652,0,,,,,
274,7/21/2022,2:43:50 AM,29.552,0,,,,,
275,7/21/2022,3:13:50 AM,29.552,0,,,,,
276,7/21/2022,3:43:50 AM,29.552,0,,,,,
277,7/21/2022,4:13:50 AM,29.552,0,,,,,
278,7/21/2022,4:43:50 AM,29.452,0,,,,,
279,7/21/2022,5:13:50 AM,29.452,0,,,,,
280,7/21/2022,5:43:50 AM,29.452,0,,,,,
281,7/21/2022,6:13:50 AM,29.552,0,,,,,
282,7/21/2022,6:43:50 AM,29.352,0,,,,,
283,7/21/2022,7:13:50 AM,29.352,0,,,,,
284,7/21/2022,7:43:50 AM,29.352,0,,,,,
285,7/21/2022,8:13:50 AM,29.352,312.2,,,,,
286,7/21/2022,8:43:50 AM,29.352,0,,,,,
287,7/21/2022,9:13:50 AM,29.452,312.2,,,,,
288,7/21/2022,9:43:50 AM,29.552,796.5,,,,,
289,7/21/2022,10:13:50 AM,29.652,796.5,,,,,
290,7/21/2022,10:43:50 AM,29.752,818.1,,,,,
291,7/21/2022,11:13:50 AM,29.853,861.1,,,,,
292,7/21/2022,11:43:50 AM,29.853,882.6,,,,,
293,7/21/2022,12:13:50 PM,30.054,861.1,,,,,
294,7/21/2022,12:43:50 PM,29.953,936.5,,,,,
295,7/21/2022,1:13:50 PM,30.154,32.3,,,,,
296,7/21/2022,1:43:50 PM,30.457,914.9,,,,,
297,7/21/2022,2:13:50 PM,30.659,914.9,,,,,
298,7/21/2022,2:43:50 PM,30.76,914.9,,,,,
299,7/21/2022,3:13:50 PM,30.76,914.9,,,,,
300,7/21/2022,3:43:50 PM,30.862,914.9,,,,,
301,7/21/2022,4:13:50 PM,30.862,914.9,,,,,
302,7/21/2022,4:43:50 PM,30.862,925.7,,,,,
303,7/21/2022,5:13:50 PM,30.862,398.3,,,,,
304,7/21/2022,5:43:50 PM,30.963,914.9,,,,,
305,7/21/2022,6:13:50 PM,30.963,893.4,,,,,
306,7/21/2022,6:43:50 PM,30.963,882.6,,,,,
307,7/21/2022,7:13:50 PM,30.963,0,,,,,
308,7/21/2022,7:43:50 PM,30.862,322.9,,,,,
309,7/21/2022,8:13:50 PM,30.862,322.9,,,,,
310,7/21/2022,8:43:50 PM,30.659,0,,,,,
311,7/21/2022,9:13:50 PM,30.659,0,,,,,
312,7/21/2022,9:43:50 PM,30.558,0,,,,,
313,7/21/2022,10:13:50 PM,30.457,0,,,,,
314,7/21/2022,10:43:50 PM,30.457,0,,,,,
315,7/21/2022,11:13:50 PM,30.356,0,,,,,
316,7/21/2022,11:43:50 PM,30.356,0,,,,,
317,7/22/2022,12:13:50 AM,30.255,0,,,,,
318,7/22/2022,12:43:50 AM,30.154,312.2,,,,,
319,7/22/2022,1:13:50 AM,30.154,0,,,,,
320,7/22/2022,1:43:50 AM,30.154,0,,,,,
321,7/22/2022,2:13:50 AM,30.054,0,,,,,
322,7/22/2022,2:43:50 AM,30.054,0,,,,,
323,7/22/2022,3:13:50 AM,30.054,0,,,,,
324,7/22/2022,3:43:50 AM,29.953,0,,,,,
325,7/22/2022,4:13:50 AM,29.953,0,,,,,
326,7/22/2022,4:43:50 AM,29.953,0,,,,,
327,7/22/2022,5:13:50 AM,29.953,0,,,,,
328,7/22/2022,5:43:50 AM,29.853,0,,,,,
329,7/22/2022,6:13:50 AM,29.853,0,,,,,
330,7/22/2022,6:43:50 AM,29.853,0,,,,,
331,7/22/2022,7:13:50 AM,29.752,0,,,,,
332,7/22/2022,7:43:50 AM,29.752,0,,,,,
333,7/22/2022,8:13:50 AM,29.752,0,,,,,
334,7/22/2022,8:43:50 AM,29.853,312.2,,,,,
335,7/22/2022,9:13:50 AM,29.853,344.4,,,,,
336,7/22/2022,9:43:50 AM,30.054,839.6,,,,,
337,7/22/2022,10:13:50 AM,30.154,355.2,,,,,
338,7/22/2022,10:43:50 AM,30.255,0,,,,,
339,7/22/2022,11:13:50 AM,30.255,839.6,,,,,
340,7/22/2022,11:43:50 AM,29.953,0,,,,,
341,7/22/2022,12:13:50 PM,30.255,236.8,,,,,
342,7/22/2022,12:43:50 PM,29.953,290.6,,,,,
343,7/22/2022,1:13:50 PM,29.953,269.1,,,,,
344,7/22/2022,1:43:50 PM,29.953,269.1,,,,,
345,7/22/2022,2:13:50 PM,29.552,150.7,,,,,
346,7/22/2022,2:43:50 PM,29.252,322.9,,,,,
347,7/22/2022,3:13:50 PM,29.152,452.1,,,,,
348,7/22/2022,3:43:50 PM,29.053,355.2,,,,,
349,7/22/2022,4:13:50 PM,29.053,0,,,,,
350,7/22/2022,4:43:50 PM,28.953,387.5,,,,,
351,7/22/2022,5:13:50 PM,28.953,172.2,,,,,
352,7/22/2022,5:43:50 PM,29.053,366,,,,,
353,7/22/2022,6:13:50 PM,29.252,366,,,,,
354,7/22/2022,6:43:50 PM,29.053,161.5,,,,,
355,7/22/2022,7:13:50 PM,29.053,150.7,,,,,
356,7/22/2022,7:43:50 PM,29.053,161.5,,,,,
357,7/22/2022,8:13:50 PM,29.053,161.5,,,,,
358,7/22/2022,8:43:50 PM,29.053,0,,,,,
359,7/22/2022,9:13:50 PM,28.953,0,,,,,
360,7/22/2022,9:43:50 PM,28.953,0,,,,,
361,7/22/2022,10:13:50 PM,28.953,0,,,,,
362,7/22/2022,10:43:50 PM,28.953,0,,,,,
363,7/22/2022,11:13:50 PM,28.853,150.7,,,,,
364,7/22/2022,11:43:50 PM,28.953,0,,,,,
365,7/23/2022,12:13:50 AM,29.053,0,,,,,
366,7/23/2022,12:43:50 AM,28.853,0,,,,,
367,7/23/2022,1:13:50 AM,28.853,0,,,,,
368,7/23/2022,1:43:50 AM,28.853,0,,,,,
369,7/23/2022,2:13:50 AM,28.853,0,,,,,
370,7/23/2022,2:43:50 AM,28.853,0,,,,,
371,7/23/2022,3:13:50 AM,28.853,0,,,,,
372,7/23/2022,3:43:50 AM,28.853,0,,,,,
373,7/23/2022,4:13:50 AM,28.853,0,,,,,
374,7/23/2022,4:43:50 AM,28.853,0,,,,,
375,7/23/2022,5:13:50 AM,28.853,0,,,,,
376,7/23/2022,5:43:50 AM,28.853,0,,,,,
377,7/23/2022,6:13:50 AM,29.053,0,,,,,
378,7/23/2022,6:43:50 AM,28.853,0,,,,,
379,7/23/2022,7:13:50 AM,28.754,0,,,,,
380,7/23/2022,7:43:50 AM,28.754,0,,,,,
381,7/23/2022,8:13:50 AM,28.853,150.7,,,,,
382,7/23/2022,8:43:50 AM,28.853,0,,,,,
383,7/23/2022,9:13:50 AM,28.953,0,,,,,
384,7/23/2022,9:43:50 AM,29.053,366,,,,,
385,7/23/2022,10:13:50 AM,29.152,366,,,,,
386,7/23/2022,10:43:50 AM,29.252,172.2,,,,,
387,7/23/2022,11:13:50 AM,29.252,366,,,,,
388,7/23/2022,11:43:50 AM,29.352,129.2,,,,,
389,7/23/2022,12:13:50 PM,29.953,301.4,,,,,
390,7/23/2022,12:43:50 PM,29.452,269.1,,,,,
391,7/23/2022,1:13:50 PM,29.552,226,,,,,
392,7/23/2022,1:43:50 PM,29.752,96.9,,,,,
393,7/23/2022,2:13:50 PM,29.853,236.8,,,,,
394,7/23/2022,2:43:50 PM,29.853,236.8,,,,,
395,7/23/2022,3:13:50 PM,29.853,236.8,,,,,
396,7/23/2022,3:43:50 PM,29.953,226,,,,,
397,7/23/2022,4:13:50 PM,29.953,236.8,,,,,
398,7/23/2022,4:43:50 PM,29.953,226,,,,,
399,7/23/2022,5:13:50 PM,29.953,226,,,,,
400,7/23/2022,5:43:50 PM,30.054,96.9,,,,,
401,7/23/2022,6:13:50 PM,30.054,226,,,,,
402,7/23/2022,6:43:50 PM,30.054,226,,,,,
403,7/23/2022,7:13:50 PM,30.054,0,,,,,
404,7/23/2022,7:43:50 PM,29.953,0,,,,,
405,7/23/2022,8:13:50 PM,29.752,0,,,,,
406,7/23/2022,8:43:50 PM,29.552,0,,,,,
407,7/23/2022,9:13:50 PM,29.352,0,,,,,
408,7/23/2022,9:43:50 PM,29.053,0,,,,,
409,7/23/2022,10:13:50 PM,28.853,0,,,,,
410,7/23/2022,10:43:50 PM,28.555,0,,,,,
411,7/23/2022,11:13:50 PM,28.357,0,,,,,
412,7/23/2022,11:43:50 PM,28.159,0,,,,,
413,7/24/2022,12:13:50 AM,27.961,0,,,,,
414,7/24/2022,12:43:50 AM,27.764,0,,,,,
415,7/24/2022,1:13:50 AM,27.567,0,,,,,
416,7/24/2022,1:43:50 AM,27.37,0,,,,,
417,7/24/2022,2:13:50 AM,27.173,0,,,,,
418,7/24/2022,2:43:50 AM,27.075,0,,,,,
419,7/24/2022,3:13:50 AM,26.879,0,,,,,
420,7/24/2022,3:43:50 AM,26.781,0,,,,,
421,7/24/2022,4:13:50 AM,26.683,0,,,,,
422,7/24/2022,4:43:50 AM,26.488,0,,,,,
423,7/24/2022,5:13:50 AM,26.39,0,,,,,
424,7/24/2022,5:43:50 AM,26.292,0,,,,,
425,7/24/2022,6:13:50 AM,26.195,0,,,,,
426,7/24/2022,6:43:50 AM,26.097,0,,,,,
427,7/24/2022,7:13:50 AM,26,0,,,,,
428,7/24/2022,7:43:50 AM,25.902,0,,,,,
429,7/24/2022,8:13:50 AM,25.902,0,,,,,
430,7/24/2022,8:43:50 AM,25.805,0,,,,,
431,7/24/2022,9:13:50 AM,25.708,0,,,,,
432,7/24/2022,9:43:50 AM,25.708,0,,,,,
433,7/24/2022,10:13:50 AM,25.61,0,,,,,
434,7/24/2022,10:43:50 AM,25.61,0,,,,,
435,7/24/2022,11:13:50 AM,25.513,0,,,,,
436,7/24/2022,11:43:50 AM,25.513,0,,,,,
437,7/24/2022,12:13:50 PM,25.416,0,,,,,
438,7/24/2022,12:43:50 PM,25.416,0,,,,,
439,7/24/2022,1:13:50 PM,25.319,0,,,,,
440,7/24/2022,1:43:50 PM,25.319,0,,,,,
441,7/24/2022,2:13:50 PM,25.319,0,,,,,
442,7/24/2022,2:43:50 PM,25.319,0,,,,,
443,7/24/2022,3:13:50 PM,25.319,0,,,,,
444,7/24/2022,3:43:50 PM,25.222,0,,,,,
445,7/24/2022,4:13:50 PM,25.222,0,,,,,
446,7/24/2022,4:43:50 PM,25.222,0,,,,,
447,7/24/2022,5:13:50 PM,25.805,0,,,,,
448,7/24/2022,5:43:50 PM,25.61,0,,,,,
449,7/24/2022,6:13:50 PM,25.416,43.1,,,,,
450,7/24/2022,6:43:50 PM,25.222,0,,,,,
451,7/24/2022,7:13:50 PM,25.125,0,,,,,
452,7/24/2022,7:43:50 PM,25.028,0,,,,,
453,7/24/2022,8:13:50 PM,24.931,0,,,,,
454,7/24/2022,8:43:50 PM,24.835,0,,,,,
455,7/24/2022,9:13:50 PM,24.835,0,,,,,
456,7/24/2022,9:43:50 PM,24.738,0,,,,,
457,7/24/2022,10:13:50 PM,24.738,0,,,,,
458,7/24/2022,10:43:50 PM,24.738,0,,,,,
459,7/24/2022,11:13:50 PM,24.641,0,,,,,
460,7/24/2022,11:43:50 PM,24.641,0,,,,,
461,7/25/2022,12:13:50 AM,24.641,0,,,,,
462,7/25/2022,12:43:50 AM,24.545,0,,,,,
463,7/25/2022,1:13:50 AM,24.545,0,,,,,
464,7/25/2022,1:43:50 AM,24.545,0,,,,,
